pmid,gene1,gene2,sentence,class,details
16753023,RUNX2,HES1,HES1 cooperates with pRb to activate RUNX2-dependent transcription.,NN,cooperation/competition in transcription
16777921,PPARgamma,STAT5,CONCLUSIONS: Reduced activation of colonic STAT5 and expression of PPARgamma may contribute to persistent mucosal inflammation in colitis.,NN,cooperation/competition in transcription
16913845,FOXM1,Transcription factor,Transcription factor FOXM1c is repressed by RB and activated by cyclin D1/Cdk4.,NN,cooperation/competition in transcription
17073600,IRF2,IRF1,It appears that the tumour suppression function of IRF1 is abolished by IRF2.,NN,cooperation/competition in transcription
17139261,TR3,p53,p53 mediates the negative regulation of MDM2 by orphan receptor TR3.,NN,cooperation/competition in transcription
17146436,TCF,AP-1,Physical and functional cooperation between AP-1 and beta-catenin for the regulation of TCF-dependent genes.,NN,cooperation/competition in transcription
17235455,c-fos,AP-1,"In this study, we investigated the possibility that PTEN mediates its effects through modulation of transcription factor AP-1, which is in part due to decrease in c-fos expression which was dependent on PI3kinase activity.",NN,cooperation/competition in transcription
17264218,BLIMP1,p53,"p53 binds to and positively regulates BLIMP1, which encodes for a known B cell transcriptional repressor.",NN,cooperation/competition in transcription
17347301,C/EBPalpha,ATF4,ATF4 differentially regulates transcriptional activation of myeloid-specific genes by C/EBPepsilon and C/EBPalpha.,NN,cooperation/competition in transcription
17347301,C/EBPepsilon,ATF4,ATF4 differentially regulates transcriptional activation of myeloid-specific genes by C/EBPepsilon and C/EBPalpha.,NN,cooperation/competition in transcription
17347301,C/EBPalpha,ATF4,We propose that ATF4 may regulate myeloid gene expression differentially by potentiating C/EBPepsilon but inhibiting C/EBPalpha-mediated transcriptional activation,NN,cooperation/competition in transcription
17347301,C/EBPepsilon,ATF4,We propose that ATF4 may regulate myeloid gene expression differentially by potentiating C/EBPepsilon but inhibiting C/EBPalpha-mediated transcriptional activation,NN,cooperation/competition in transcription
17452451,FOXO3a,Mxi1,Our results provide evidence of direct regulation of Mxi1 by FOXO3a and imply an additional mechanism through which the PI3-kinase/Akt/FOXO pathway can modulate Myc function,NN,cooperation/competition in transcription
17452451,FOXO3a,Mxi1,Silencing of Mxi1 by small interfering RNA (siRNA) reduced FOXO3a-mediated repression of a number of Myc target genes.,NN,cooperation/competition in transcription
17461989,STAT3,PPARdelta,CONCLUSIONS: These findings indicate that agonist-activated PPARdelta interferes with interleukin-6-induced acute phase reaction in the liver by inhibiting the transcriptional activity of STAT3.,NN,cooperation/competition in transcription
17597020,HIF-1,STAT3,STAT3 upregulates expression of HIF-1 induced EPO.,NN,cooperation/competition in transcription
17634427,ETV1,c-Jun,"In addition, both wild-type c-Jun and a transactivation-deficient mutant can enhance the transcriptional activity of ETV1, as measured by both reporter gene assay and endogenous expression of matrix metalloproteinase genes, well-known targets of Ets proteins.",NN,cooperation/competition in transcription
17639499,SNAI2,p53,The p53-independent anti-apoptotic effect of Id2 was mediated in part by transcriptional repressor SNAI2.,NN,cooperation/competition in transcription
17684492,Runx1,HIF-1alpha,"Vice versa, HIF-1alpha increased DNA-binding ability and transcriptional activity of Runx1 protein.",NN,cooperation/competition in transcription
17690688,p53,E2F1,"Therefore, our studies have revealed a previously unidentified pathway through which the activity of E2F1 may be guarded by activated p53.",NN,cooperation/competition in transcription
17785433,MYC,HIF-1,"As hypoxia signals a cellular deprivation state, HIF-1 has also been reported to counter the activity of MYC, which encodes a transcription factor that drives cell growth and proliferation.",NN,cooperation/competition in transcription
17875924,SMAD2,p53,"Furthermore, we found that mutant p53 attenuates the TGF-beta1-induced transcription activity of SMAD2/3 proteins.",NN,cooperation/competition in transcription
17903252,p63,C/EBPdelta,"Finally, C/EBPdelta is found on the p63 targets in vivo by ChIP analysis, indicating that coregulation is direct.",NN,cooperation/competition in transcription
17938207,Sp1,E1AF,"Biologically, E1AF functions as a positive invasion regulator in glioma in cooperation with Sp1 partly via up-regulation of GalT V.",NN,cooperation/competition in transcription
17960585,Smad4,Smad2,Transforming growth factor-beta (TGF-beta) signaling is known to depend on the formation of Smad2/3-Smad4 transcription regulatory complexes.,NN,cooperation/competition in transcription
17996705,TFIID,p53,An acetylation switch in p53 mediates holo-TFIID recruitment.,NN,cooperation/competition in transcription
18080173,HNF4alpha,SREBP2,RESULTS: Transfection of SREBP2 induced the transcriptional activities of NPC1L1 and additional transfection of HNF4alpha results in a marked stimulation of the activities.,NN,cooperation/competition in transcription
18193090,p53 tumor suppressor,PU.1,We demonstrate that PU.1 reduces the transcriptional activity of the p53 tumor suppressor family and thus inhibits activation of genes important for cell cycle regulation and apoptosis.,NN,cooperation/competition in transcription
18201972,NFkappaB,RelA,"Functionally, phosphorylation of Ser-468 of RelA/p65 was required for the induced expression of a particular subset of proinflammatory NFkappaB-dependent genes.",NN,cooperation/competition in transcription
18317514,PPARalpha,BMAL1,We also found that CLOCK/BMAL1-mediated transcription of period (PER) and cryptochrome (CRY) was modulated by PPARalpha/RXRalpha.,NN,cooperation/competition in transcription
18317514,PPARalpha,CLOCK,We also found that CLOCK/BMAL1-mediated transcription of period (PER) and cryptochrome (CRY) was modulated by PPARalpha/RXRalpha.,NN,cooperation/competition in transcription
18338249,Sp1,GATA-3,Transcription factor GATA-3 regulates the transcriptional activity of dopamine beta-hydroxylase by interacting with Sp1 and AP4.,NN,cooperation/competition in transcription
18459945,SHP,HNF-6,"Using transient transfection assays, we have shown that SHP represses the transcriptional activity of HNF-6.",NN,cooperation/competition in transcription
18483242,AHR,RELA,"Silencing of RELA expression alleviated IL-1beta-mediated repression of AHR transcriptional activity, whereas PMA-mediated repression was maintained.",NN,cooperation/competition in transcription
18595660,Smad2,Tcf4,"Indeed, the enhancement of beta-catenin/Tcf4 transcriptional activity by activated Smad2 was negatively regulated by the presence of Smad4.",NN,cooperation/competition in transcription
18595660,Smad4,Smad2,"Indeed, the enhancement of beta-catenin/Tcf4 transcriptional activity by activated Smad2 was negatively regulated by the presence of Smad4.",NN,cooperation/competition in transcription
18595660,Smad4,Tcf4,"Indeed, the enhancement of beta-catenin/Tcf4 transcriptional activity by activated Smad2 was negatively regulated by the presence of Smad4.",NN,cooperation/competition in transcription
18656622,HNF1,CDX2,GATA-5 and CDX2 also regulate SGLT1 promoter activity and show cooperativity with the HNF1s.,NN,cooperation/competition in transcription
18656622,HNF1,GATA-5,GATA-5 and CDX2 also regulate SGLT1 promoter activity and show cooperativity with the HNF1s.,NN,cooperation/competition in transcription
18774944,SREBP-1,KLF5,KLF5 enhances SREBP-1 action in androgen-dependent induction of fatty acid synthase in prostate cancer cells.,NN,cooperation/competition in transcription
18955504,ETS1,Smad2,We identified novel Smad binding sites in the CDKN1A gene where Smad2/3 binding was regulated by ETS1 and TFAP2A.,NN,cooperation/competition in transcription
18996370,NF-kappa B,LMX1B,The LIM-homeodomain transcription factor LMX1B regulates expression of NF-kappa B target genes.,NN,cooperation/competition in transcription
19011999,ERalpha,SXR,These results indicate that SXR augmented ER-mediated transcription by dissociating SMRT from ERalpha.,NN,cooperation/competition in transcription
19028685,AP-1,SAF-1,We present evidence that knockdown of SAF-1 by small interfering RNAs inhibits AP-1-mediated increase of human MMP-1 expression.,NN,cooperation/competition in transcription
19041414,Sox9,Smad3,In vitro transcription and S1 nuclease assays showed that Smad3 and p300 cooperatively activated the Sox9-dependent transcription on chromatin template.,NN,cooperation/competition in transcription
19041414,Sox9,Smad3,Smad3 activates the Sox9-dependent transcription on chromatin.,NN,cooperation/competition in transcription
19041414,Sox9,Smad3,We have previously reported that TGF-beta-regulated Smad3 induces chondrogenesis through the activation of Sox9-dependent transcription.,NN,cooperation/competition in transcription
19144644,RARalpha,SRC-3,We propose a model in which the ratio between SUG-1 and SRC-3 is crucial for the control of RARalpha functioning.,NN,cooperation/competition in transcription
19189276,Max,c-Myc,"On the other hand, the Mad proteins can compete with c-Myc for Max.",NN,cooperation/competition in transcription
19203349,STAT3,SRC-1,Co-activator SRC-1 is dispensable for transcriptional control by STAT3.,NN,cooperation/competition in transcription
19244250,FOXO3,FOXO4,"Altogether, our results suggest that the expression of FOXO1 and FOXO4 genes is stimulated by FOXO3 and possibly by other FOXO factors in a positive feedback loop, which is disrupted by growth factors.",NN,cooperation/competition in transcription
19265129,HIF-1alpha,STAT3,"Interestingly, gene silencing of STAT3 by small interfering RNA resulted in HIF-1alpha inhibition and a significant restoration of target cell susceptibility to CTL-induced killing under hypoxic conditions by a mechanism involving at least in part down-regulation of AKT phosphorylation.",NN,cooperation/competition in transcription
19350569,GATA-1,RUNX1,"In this pathway, RUNX1 engages the erythro-megakaryocytic master regulator GATA-1 in a megakaryocytic transcriptional complex whose activity is highly dependent on the P-TEFb kinase complex.",NN,cooperation/competition in transcription
19476491,STAT3,STAT1,"This effect was counteracted by the STAT3 oligodeoxynucleotide, which was found to efficiently inhibit STAT1.",NN,cooperation/competition in transcription
