pmid,gene1,gene2,sentence,class,details,gene1_char_start,gene1_char_end,gene2_char_start,gene2_char_end
15998435,TCF,LEF-1,Coordinated expression of cyclin D1 and LEF-1/TCF transcription factor is restricted to a subset of hepatocellular carcinoma.,NN,cooperation/competition in transcription,46,49,40,45
15998435,TCF,LEF-1,"Nuclear LEF-1/TCF expression was observed in 52% of all cases, but was also present in 42% of cyclin D1(-) cases.",NN,cooperation/competition in transcription,14,17,8,13
16054710,KLF6,Sp1,"Furthermore, ectopic expression of Sp1 increased the transcriptional activity of the KLF6 promoter.",NN,cooperation/competition in transcription,85,89,35,38
16311519,Krox20,Sox10,These results resolve previous controversy concerning the mechanism of action of Oct6 and Brn2 during myelination and provide an explanation for myelin deficiencies in Waardenberg-Hirschsprung disease patients whereby Sox10 mutations could lead to a loss of Krox20 expression,NN,cooperation/competition in transcription,258,264,218,223
16452503,Fos,AP-1,"AP-1 (Activating Protein 1) transcription factor activity is tightly regulated at multiple levels, including dimer formation (i.e., Fos/Jun).",NN,cooperation/competition in transcription,132,135,0,4
16455805,HNF4alpha,PXR,"On the other hand, SHP reduced PXR recruitment of HNF4alpha and SRC-1 to the CYP3A4 chromatin.",NN,cooperation/competition in transcription,50,59,31,34
16455805,HNF4alpha,PXR,"Results suggest that PXR strongly induces CYP3A4 gene transcription by interacting with HNF4alpha, SRC-1, and PGC-1alpha.",NN,cooperation/competition in transcription,88,97,21,24
16474850,TCF,LEF-1,"These data indicate that the hAR gene is a direct target of LEF-1/TCF transcriptional regulation in PCa cells but also show that the expression of the hAR protein is suppressed by a degradation pathway regulated by cross-talk of Wnt to Akt that is likely mediated by Wnt-directed degradation of the B regulatory subunit of protein phosphatase, PP2A",NN,cooperation/competition in transcription,66,69,60,65
16741972,TCF,LEF-1,"Finally, it was recently found that the human AR gene itself is a target of LEF-1/TCF-mediated transcription and that AR mRNA is highly upregulated by activation of Wnt signaling in prostate cancer cells.",NN,cooperation/competition in transcription,82,85,76,81
16741972,TCF,LEF-1,Wnt is a complex signaling pathway whose endpoint involves activation of transcription from LEF-1/TCF transcription factors and it is known to be involved in the development and progression of numerous human epithelial tumors including prostate cancer.,NN,cooperation/competition in transcription,98,101,92,97
16753023,RUNX2,HES1,HES1 cooperates with pRb to activate RUNX2-dependent transcription.,NN,cooperation/competition in transcription,37,42,0,4
16777921,PPARgamma,STAT5,CONCLUSIONS: Reduced activation of colonic STAT5 and expression of PPARgamma may contribute to persistent mucosal inflammation in colitis.,NN,cooperation/competition in transcription,67,76,43,48
16913845,FOXM1,Transcription factor,Transcription factor FOXM1c is repressed by RB and activated by cyclin D1/Cdk4.,NN,cooperation/competition in transcription,21,26,0,20
17073600,IRF2,IRF1,It appears that the tumour suppression function of IRF1 is abolished by IRF2.,NN,cooperation/competition in transcription,72,76,51,55
17139261,TR3,p53,p53 mediates the negative regulation of MDM2 by orphan receptor TR3.,NN,cooperation/competition in transcription,64,67,0,3
17146436,TCF,AP-1,Physical and functional cooperation between AP-1 and beta-catenin for the regulation of TCF-dependent genes.,NN,cooperation/competition in transcription,88,91,44,48
17235455,c-fos,AP-1,"In this study, we investigated the possibility that PTEN mediates its effects through modulation of transcription factor AP-1, which is in part due to decrease in c-fos expression which was dependent on PI3kinase activity.",NN,cooperation/competition in transcription,163,168,121,125
17264218,BLIMP1,p53,"p53 binds to and positively regulates BLIMP1, which encodes for a known B cell transcriptional repressor.",NN,cooperation/competition in transcription,38,44,0,3
17347301,C/EBPalpha,ATF4,ATF4 differentially regulates transcriptional activation of myeloid-specific genes by C/EBPepsilon and C/EBPalpha.,NN,cooperation/competition in transcription,103,113,0,4
17347301,C/EBPepsilon,ATF4,ATF4 differentially regulates transcriptional activation of myeloid-specific genes by C/EBPepsilon and C/EBPalpha.,NN,cooperation/competition in transcription,86,98,0,4
17347301,C/EBPalpha,ATF4,We propose that ATF4 may regulate myeloid gene expression differentially by potentiating C/EBPepsilon but inhibiting C/EBPalpha-mediated transcriptional activation,NN,cooperation/competition in transcription,117,127,16,20
17347301,C/EBPepsilon,ATF4,We propose that ATF4 may regulate myeloid gene expression differentially by potentiating C/EBPepsilon but inhibiting C/EBPalpha-mediated transcriptional activation,NN,cooperation/competition in transcription,89,101,16,20
17452451,FOXO3a,Mxi1,Our results provide evidence of direct regulation of Mxi1 by FOXO3a and imply an additional mechanism through which the PI3-kinase/Akt/FOXO pathway can modulate Myc function,NN,cooperation/competition in transcription,61,67,53,57
17452451,FOXO3a,Mxi1,Silencing of Mxi1 by small interfering RNA (siRNA) reduced FOXO3a-mediated repression of a number of Myc target genes.,NN,cooperation/competition in transcription,59,65,13,17
17461989,STAT3,PPARdelta,CONCLUSIONS: These findings indicate that agonist-activated PPARdelta interferes with interleukin-6-induced acute phase reaction in the liver by inhibiting the transcriptional activity of STAT3.,NN,cooperation/competition in transcription,188,193,60,69
17597020,HIF-1,STAT3,STAT3 upregulates expression of HIF-1 induced EPO.,NN,cooperation/competition in transcription,32,37,0,5
17634427,ETV1,c-Jun,"In addition, both wild-type c-Jun and a transactivation-deficient mutant can enhance the transcriptional activity of ETV1, as measured by both reporter gene assay and endogenous expression of matrix metalloproteinase genes, well-known targets of Ets proteins.",NN,cooperation/competition in transcription,117,121,28,33
17639499,SNAI2,p53,The p53-independent anti-apoptotic effect of Id2 was mediated in part by transcriptional repressor SNAI2.,NN,cooperation/competition in transcription,99,104,4,7
17684492,Runx1,HIF-1alpha,"Vice versa, HIF-1alpha increased DNA-binding ability and transcriptional activity of Runx1 protein.",NN,cooperation/competition in transcription,85,90,12,22
17690688,p53,E2F1,"Therefore, our studies have revealed a previously unidentified pathway through which the activity of E2F1 may be guarded by activated p53.",NN,cooperation/competition in transcription,134,137,101,105
17785433,MYC,HIF-1,"As hypoxia signals a cellular deprivation state, HIF-1 has also been reported to counter the activity of MYC, which encodes a transcription factor that drives cell growth and proliferation.",NN,cooperation/competition in transcription,105,108,49,54
17875924,SMAD2,p53,"Furthermore, we found that mutant p53 attenuates the TGF-beta1-induced transcription activity of SMAD2/3 proteins.",NN,cooperation/competition in transcription,97,102,34,37
17903252,p63,C/EBPdelta,"Finally, C/EBPdelta is found on the p63 targets in vivo by ChIP analysis, indicating that coregulation is direct.",NN,cooperation/competition in transcription,36,39,9,19
17938207,Sp1,E1AF,"Biologically, E1AF functions as a positive invasion regulator in glioma in cooperation with Sp1 partly via up-regulation of GalT V.",NN,cooperation/competition in transcription,92,95,14,18
17960585,Smad4,Smad2,Transforming growth factor-beta (TGF-beta) signaling is known to depend on the formation of Smad2/3-Smad4 transcription regulatory complexes.,NN,cooperation/competition in transcription,100,105,92,97
17996705,TFIID,p53,An acetylation switch in p53 mediates holo-TFIID recruitment.,NN,cooperation/competition in transcription,43,48,25,28
18080173,HNF4alpha,SREBP2,RESULTS: Transfection of SREBP2 induced the transcriptional activities of NPC1L1 and additional transfection of HNF4alpha results in a marked stimulation of the activities.,NN,cooperation/competition in transcription,112,121,25,31
18193090,p53 tumor suppressor,PU.1,We demonstrate that PU.1 reduces the transcriptional activity of the p53 tumor suppressor family and thus inhibits activation of genes important for cell cycle regulation and apoptosis.,NN,cooperation/competition in transcription,69,89,20,24
18201972,NFkappaB,RelA,"Functionally, phosphorylation of Ser-468 of RelA/p65 was required for the induced expression of a particular subset of proinflammatory NFkappaB-dependent genes.",NN,cooperation/competition in transcription,135,143,44,48
18317514,PPARalpha,BMAL1,We also found that CLOCK/BMAL1-mediated transcription of period (PER) and cryptochrome (CRY) was modulated by PPARalpha/RXRalpha.,NN,cooperation/competition in transcription,110,119,25,30
18317514,PPARalpha,CLOCK,We also found that CLOCK/BMAL1-mediated transcription of period (PER) and cryptochrome (CRY) was modulated by PPARalpha/RXRalpha.,NN,cooperation/competition in transcription,110,119,19,24
18338249,Sp1,GATA-3,Transcription factor GATA-3 regulates the transcriptional activity of dopamine beta-hydroxylase by interacting with Sp1 and AP4.,NN,cooperation/competition in transcription,116,119,21,27
18459945,SHP,HNF-6,"Using transient transfection assays, we have shown that SHP represses the transcriptional activity of HNF-6.",NN,cooperation/competition in transcription,56,59,102,107
18483242,AHR,RELA,"Silencing of RELA expression alleviated IL-1beta-mediated repression of AHR transcriptional activity, whereas PMA-mediated repression was maintained.",NN,cooperation/competition in transcription,72,75,13,17
18595660,Smad2,Tcf4,"Indeed, the enhancement of beta-catenin/Tcf4 transcriptional activity by activated Smad2 was negatively regulated by the presence of Smad4.",NN,cooperation/competition in transcription,83,88,40,44
18595660,Smad4,Smad2,"Indeed, the enhancement of beta-catenin/Tcf4 transcriptional activity by activated Smad2 was negatively regulated by the presence of Smad4.",NN,cooperation/competition in transcription,133,138,83,88
18595660,Smad4,Tcf4,"Indeed, the enhancement of beta-catenin/Tcf4 transcriptional activity by activated Smad2 was negatively regulated by the presence of Smad4.",NN,cooperation/competition in transcription,133,138,40,44
18656622,HNF1,CDX2,GATA-5 and CDX2 also regulate SGLT1 promoter activity and show cooperativity with the HNF1s.,NN,cooperation/competition in transcription,86,90,11,15
18656622,HNF1,GATA-5,GATA-5 and CDX2 also regulate SGLT1 promoter activity and show cooperativity with the HNF1s.,NN,cooperation/competition in transcription,86,90,0,6
18774944,SREBP-1,KLF5,KLF5 enhances SREBP-1 action in androgen-dependent induction of fatty acid synthase in prostate cancer cells.,NN,cooperation/competition in transcription,14,21,0,4
18955504,ETS1,Smad2,We identified novel Smad binding sites in the CDKN1A gene where Smad2/3 binding was regulated by ETS1 and TFAP2A.,NN,cooperation/competition in transcription,97,101,64,69
18996370,NF-kappa B,LMX1B,The LIM-homeodomain transcription factor LMX1B regulates expression of NF-kappa B target genes.,NN,cooperation/competition in transcription,71,81,41,46
19011999,ERalpha,SXR,These results indicate that SXR augmented ER-mediated transcription by dissociating SMRT from ERalpha.,NN,cooperation/competition in transcription,94,101,28,31
19028685,AP-1,SAF-1,We present evidence that knockdown of SAF-1 by small interfering RNAs inhibits AP-1-mediated increase of human MMP-1 expression.,NN,cooperation/competition in transcription,79,83,38,43
