Class_ID1,Entrez_Gene_ID1,Species1,TF_GO_codes_molecular_function1,TF_GO_codes_biological_process1,Class_ID2,Entrez_Gene_ID2,Species2,TF_GO_codes_molecular_function2,TF_GO_codes_biological_process2,PMID,Gene_mention1,Gene_mention2,Sentence,prediction,pair_id,num_entities,num_unique_entities,all_mentions,unique_mentions,feedback_PD
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,10609788,IRF-1,IRF-2,The structurally related IRF-2 represses the effects of IRF-1 by competitive binding to the same DNA sequence elements.,0.65,PMID.dPMID10609788.s5.p0,2,2,IRF-2|IRF-1,IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,7507207,IRF-1,IRF-2,"Interestingly, one IRF binding site was found within the IRF-2 promoter, and expression of the IRF-2 gene was affected by both transient and stable IRF-1 expression.",0.62,PMID.dPMID7507207.s2.p5,4,3,IRF|IRF-2|IRF-2|IRF-1,IRF|IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,9181476,IRF-1,IRF-2,"Two well-studied members of this family, IRF-1 and IRF-2, have antagonistic roles in interferon-beta gene regulation: IRF-1 activates this gene, and IRF-2 represses the activation by IRF-1, IRF-1 and IRF-2 have more recently been linked to growth control by displaying tumor suppressor and oncogenic activities, respectively.",0.60,PMID.dPMID9181476.s2.p13,7,2,IRF-1|IRF-2|IRF-1|IRF-2|IRF-1|IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,17363571,IRF-1,IRF-2,"Additionally, high levels of IRF-2 blocked the function of IRF-1 by preventing the latter from translocating into the nucleus; in contrast, knock down of IRF-2 by small interfering RNA permitted nuclear localization and activity of IRF-1.",0.56,PMID.dPMID17363571.s4.p5,4,2,IRF-2|IRF-1|IRF-2|IRF-1,IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,10321737,IRF-1,IRF-2,"Therefore, the induction of IRF-1 by IFNs or other stimuli acts as a transactivator of genes involved in cell growth regulation, as well as of its own repressor IRF-2, thus providing autoinhibitory regulation of IRF-1 activated genes",0.47,PMID.dPMID10321737.s0.p2,3,2,IRF-1|IRF-2|IRF-1,IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,9181476,IRF-1,IRF-2,"Two well-studied members of this family, IRF-1 and IRF-2, have antagonistic roles in interferon-beta gene regulation: IRF-1 activates this gene, and IRF-2 represses the activation by IRF-1, IRF-1 and IRF-2 have more recently been linked to growth control by displaying tumor suppressor and oncogenic activities, respectively.",0.47,PMID.dPMID9181476.s2.p11,7,2,IRF-1|IRF-2|IRF-1|IRF-2|IRF-1|IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,9204971,IRF1,IRF2,"IRF1 functions as an activator for IFN and IFN-inducible genes, whereas IRF2 represses the action of IRF1.",0.40,PMID.dPMID9204971.s9.p2,3,2,IRF1|IRF2|IRF1,IRF1|IRF2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,9181476,IRF-1,IRF-2,"Two well-studied members of this family, IRF-1 and IRF-2, have antagonistic roles in interferon-beta gene regulation: IRF-1 activates this gene, and IRF-2 represses the activation by IRF-1, IRF-1 and IRF-2 have more recently been linked to growth control by displaying tumor suppressor and oncogenic activities, respectively.",0.36,PMID.dPMID9181476.s2.p7,7,2,IRF-1|IRF-2|IRF-1|IRF-2|IRF-1|IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,18395009,IRF-1,IRF-2,"Interferon regulatory factor-2 (IRF-2), an antagonistic transcriptional repressor of IRF-1, evidences oncogenic potential, but little is currently known regarding the mechanism underlying the oncogenic activities of IRF-2.",0.31,PMID.dPMID18395009.s4.p0,3,2,IRF-2|IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,2208287,IRF-1,IRF-2,"Furthermore, cDNA-directed IRF-1 produced in undifferentiated but not differentiated EC cells efficiently activates the transfected IFN-alpha and IFN-beta and endogenous IFN-alpha genes, whereas IRF-2 represses the IRF-1 effects.",0.25,PMID.dPMID2208287.s2.p14,6,4,IRF-1|IFN-alpha|IFN-beta|IFN-alpha|IRF-2|IRF-1,IFN-alpha|IFN-beta|IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,1630448,IRF-1,IRF-2,"Studies have shown that IRF-2 can block the activity of the transcriptional activator IRF-1, which also binds specifically to the IFN-beta gene promoter.",0.16,PMID.dPMID1630448.s1.p0,3,3,IRF-2|IRF-1|IFN-beta,IFN-beta|IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,16241857,IRF-1,IRF-2,"Further, tumors maintained expression of IRF-2 if there was coincident expression of IRF-1.",0.12,PMID.dPMID16241857.s1.p0,2,2,IRF-2|IRF-1,IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,7507207,IRF-1,IRF-2,"Interestingly, one IRF binding site was found within the IRF-2 promoter, and expression of the IRF-2 gene was affected by both transient and stable IRF-1 expression.",0.08,PMID.dPMID7507207.s2.p4,4,3,IRF|IRF-2|IRF-2|IRF-1,IRF|IRF-1|IRF-2,
3.5.3.0.1,3659,9606,,,3.5.3.0.7,3665,9606,GO:0003704,GO:0000122,11524479,IRF-1,IRF-7,CONCLUSION: A preferential induction of IRF-7 in IFN beta-treated astrocytes and a predominant expression of IRF-1 in IFN gamma-exposed astrocytes might contribute to one of the molecular mechanisms underlying the clinically opposite effects of IFN beta and IFN gamma in MS,0.38,PMID.dPMID11524479.s0.p0,2,2,IRF-7|IRF-1,IRF-1|IRF-7,-->
3.5.3.0.1,3659,9606,,,3.5.1.0.1,4602,9606,GO:0016563|GO:0016566,GO:0006355|GO:0010552|GO:0010553,10739671,IRF-1,c-myb,"Together, these results are consistent with the existence of a functional relationship between IRF-1 and c-myb in which IRF-1 negatively regulates c-myb expression at the transcriptional level by a mechanism that may depend on the interaction of IRF-1 with a segment of the c-myb gene implicated in transcription pausing",0.44,PMID.dPMID10739671.s0.p9,6,2,IRF-1|c-myb|IRF-1|c-myb|IRF-1|c-myb,c-myb|IRF-1,-->
3.5.3.0.1,3659,9606,,,3.5.1.0.1,4602,9606,GO:0016563|GO:0016566,GO:0006355|GO:0010552|GO:0010553,10739671,IRF-1,c-myb,"Together, these results are consistent with the existence of a functional relationship between IRF-1 and c-myb in which IRF-1 negatively regulates c-myb expression at the transcriptional level by a mechanism that may depend on the interaction of IRF-1 with a segment of the c-myb gene implicated in transcription pausing",0.17,PMID.dPMID10739671.s0.p7,6,2,IRF-1|c-myb|IRF-1|c-myb|IRF-1|c-myb,c-myb|IRF-1,-->
3.5.3.0.1,3659,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,14576323,MAR,c-myc,The c-myc MAR is also matrix-associated in CEM cells while localizing to loop DNA in WI-38 cells.,0.54,PMID.dPMID14576323.s2.p0,2,2,c-myc|MAR,c-myc|MAR,
3.5.3.0.1,3659,9606,,,6.1.1.1.1,4790,9606,GO:0016563,GO:0010553|GO:0045941|GO:0051092,11739238,IRF-1,NFkappaB,These studies show that NFkappaB plays an important role in the regulation of IRF-1 induction in HUVECs.,0.32,PMID.dPMID11739238.s1.p0,2,2,NFkappaB|IRF-1,IRF-1|NFkappaB,
3.5.3.0.1,3659,9606,,,2.1.2.5.3,5468,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0010552|GO:0010553|GO:0034339|GO:0045944|GO:0051091,14656743,IRF-1,PPARgamma,"METHODS AND RESULTS: Using Northern and Western blot analyses, we documented that PPARgamma ligands, including ciglitazone, troglitazone, and GW7845, significantly increased IRF-1 expression in VSMCs; however, the PPARalpha ligand (Wy14643) and PPARdelta ligand (GW0742) did not affect its expression.",1.33,PMID.dPMID14656743.s5.p0,4,4,PPARgamma|IRF-1|PPARalpha|PPARdelta,IRF-1|PPARalpha|PPARdelta|PPARgamma,
3.5.3.0.1,3659,9606,,,2.1.2.5.3,5468,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0010552|GO:0010553|GO:0034339|GO:0045944|GO:0051091,14656743,IRF-1,PPARgamma,PPARgamma-induced IRF-1 expression was abrogated by pretreatment with the PPARgamma antagonist GW9662.,1.15,PMID.dPMID14656743.s4.p0,3,2,PPARgamma|IRF-1|PPARgamma,IRF-1|PPARgamma,
3.5.3.0.1,3659,9606,,,2.1.2.5.3,5468,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0010552|GO:0010553|GO:0034339|GO:0045944|GO:0051091,14656743,IRF-1,PPARgamma,"In contrast, adenoviral expression of PPARgamma in VSMCs dramatically increased IRF-1 level.",0.74,PMID.dPMID14656743.s3.p0,2,2,PPARgamma|IRF-1,IRF-1|PPARgamma,
3.5.3.0.1,3659,9606,,,6.2.1.0.3,6774,9606,GO:0016563,GO:0000122|GO:0006357|GO:0045449,17202361,IRF1,STAT3,"Thus, STAT3 also plays a role in the recruitment of the transcriptional activators p65 and IRF1, and the displacement of the transcriptional repressors p50 and IRF2 from the CXCL11 promoter also appears to regulate the induction of CXCL11 gene transcription",0.04,PMID.dPMID17202361.s0.p1,6,5,STAT3|p65|IRF1|IRF2|CXCL11|CXCL11,CXCL11|IRF1|IRF2|p65|STAT3,<--
3.5.3.0.1,3659,9606,,,6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,12732645,IRF1,tumor suppressor p53,"For comparison, the tumor suppressor p53 represses CDK2 promoter activity independently of IRF1 through sequences upstream of nt -68, and the CDP/cut/Cux1 homeodomain protein represses transcription down-stream of -31.",0.13,PMID.dPMID12732645.s6.p1,3,3,tumor suppressor p53|CDK2|IRF1,CDK2|IRF1|tumor suppressor p53,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,2.3.5.0.48,639,9606,,GO:0000122,1630448,IRF-2,PRDI-BFi,"Although the affinity of PRDI-BFc/IRF-2 for the IFN-beta promoter does not appear to be affected by the removal of C-terminal amino acids, the ability of PRDI-BFi to function as a repressor in cotransfection experiments is significantly less than that of intact IRF-2.",0.01,PMID.dPMID1630448.s2.p5,4,3,IRF-2|IFN-beta|PRDI-BFi|IRF-2,IFN-beta|IRF-2|PRDI-BFi,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,9054665,IRF-2,IRF-1,"In addition, IRF-1 activates the expression of IRF-2, a negative regulator of the type I interferon genes themselves.",1.60,PMID.dPMID9054665.s3.p0,2,2,IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,10321737,IRF-2,IRF-1,IRF-1 also induced expression of its homologous repressor IRF-2 as indicated by EMSA analysis using an IRF-E probe from the IRF-2 promoter; and by cotransfection of IRF-1 together with an IRF-2 promoter CAT construct.,1.59,PMID.dPMID10321737.s1.p0,6,3,IRF-1|IRF-2|IRF|IRF-2|IRF-1|IRF-2,IRF|IRF-1|IRF-2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,9181476,IRF-2,IRF-1,"Two well-studied members of this family, IRF-1 and IRF-2, have antagonistic roles in interferon-beta gene regulation: IRF-1 activates this gene, and IRF-2 represses the activation by IRF-1, IRF-1 and IRF-2 have more recently been linked to growth control by displaying tumor suppressor and oncogenic activities, respectively.",0.75,PMID.dPMID9181476.s2.p17,7,2,IRF-1|IRF-2|IRF-1|IRF-2|IRF-1|IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,11559933,IRF2,IRF1,Alterations in IRF1/IRF2 expression in acute myelogenous leukemia.,0.65,PMID.dPMID11559933.s6.p0,2,2,IRF1|IRF2,IRF1|IRF2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,17073600,IRF2,IRF1,It appears that the tumour suppression function of IRF1 is abolished by IRF2.,0.59,PMID.dPMID17073600.s2.p0,2,2,IRF1|IRF2,IRF1|IRF2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,10321737,IRF-2,IRF-1,IRF-1 also induced expression of its homologous repressor IRF-2 as indicated by EMSA analysis using an IRF-E probe from the IRF-2 promoter; and by cotransfection of IRF-1 together with an IRF-2 promoter CAT construct.,0.48,PMID.dPMID10321737.s1.p3,6,3,IRF-1|IRF-2|IRF|IRF-2|IRF-1|IRF-2,IRF|IRF-1|IRF-2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,10321737,IRF-2,IRF-1,"Therefore, the induction of IRF-1 by IFNs or other stimuli acts as a transactivator of genes involved in cell growth regulation, as well as of its own repressor IRF-2, thus providing autoinhibitory regulation of IRF-1 activated genes",0.43,PMID.dPMID10321737.s0.p0,3,2,IRF-1|IRF-2|IRF-1,IRF-1|IRF-2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,17363571,IRF-2,IRF-1,"In our present work, IRF-1 expression was decreased and IRF-2 expression was increased in ESCCs compared with matched normal esophageal tissues.",0.25,PMID.dPMID17363571.s8.p0,2,2,IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,17073600,IRF2,IRF1,IRF1 acts to repress IRF2 function through the repression of cyclin-dependent kinase (CDK) inhibitor p21WAF1 critical for cell growth control.,0.13,PMID.dPMID17073600.s3.p0,2,2,IRF1|IRF2,IRF1|IRF2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,9181476,IRF-2,IRF-1,"Two well-studied members of this family, IRF-1 and IRF-2, have antagonistic roles in interferon-beta gene regulation: IRF-1 activates this gene, and IRF-2 represses the activation by IRF-1, IRF-1 and IRF-2 have more recently been linked to growth control by displaying tumor suppressor and oncogenic activities, respectively.",0.12,PMID.dPMID9181476.s2.p15,7,2,IRF-1|IRF-2|IRF-1|IRF-2|IRF-1|IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,3.5.3.0.1,3659,9606,,,8625321,IRF-2,IRF-1,The transcriptional activator IFN regulatory factor 1 (IRF-1) and its antagonistic repressor IRF-2 are regulators of the IFN system.,0.01,PMID.dPMID8625321.s5.p0,2,2,IRF-1|IRF-2,IRF-1|IRF-2,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,6.1.1.2.1,5970,9606,GO:0016563|GO:0016564,GO:0032582|GO:0045944|GO:0051092,18395009,IRF-2,RelA,"While the nuclear recruitment of RelA by IRF-2 augments TNFalpha-induced NF-kappaB dependent transcription, the N-terminal truncated mutant form of IRF-2 inhibits the nuclear localization of RelA, and thus interferes with NF-kappaB activation.",0.19,PMID.dPMID18395009.s2.p0,4,2,RelA|IRF-2|IRF-2|RelA,IRF-2|RelA,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,6.2.1.0.1,6772,9606,,,15778351,IRF-2,STAT1,Interaction of IRF-2 and STAT1 on the promoter depends on the DNA-binding domain of IRF-2.,0.03,PMID.dPMID15778351.s1.p2,3,2,IRF-2|STAT1|IRF-2,IRF-2|STAT1,
3.5.3.0.2,3660,9606,GO:0003702,GO:0000122|GO:0045449,6.2.1.0.3,6774,9606,GO:0016563,GO:0000122|GO:0006357|GO:0045449,17202361,IRF2,STAT3,"Thus, STAT3 also plays a role in the recruitment of the transcriptional activators p65 and IRF1, and the displacement of the transcriptional repressors p50 and IRF2 from the CXCL11 promoter also appears to regulate the induction of CXCL11 gene transcription",0.04,PMID.dPMID17202361.s0.p3,6,5,STAT3|p65|IRF1|IRF2|CXCL11|CXCL11,CXCL11|IRF1|IRF2|p65|STAT3,
3.5.3.0.3,3661,9606,GO:0003702,,1.1.2.0.11,1386,9606,GO:0003702,GO:0051090,10848607,IRF-3,ATF-2,We demonstrate that correct orientation of the ATF-2-c-jun binding site is required for virus induction of the IFN-beta gene and for IRF-3-dependent activation of a composite ATF-2- c-jun-IRF site in the IFN-beta promoter.,0.04,PMID.dPMID10848607.s4.p1,5,3,ATF-2|IFN-beta|IRF-3|ATF-2|IFN-beta,ATF-2|IFN-beta|IRF-3,
3.5.3.0.4,3662,9606,GO:0003702|GO:0016563,GO:0045941,6.1.1.2.3,5966,9606,,,17138822,IRF-4,c-Rel,"Elevated expression of the putative c-Rel target, interferon regulatory factor-4 (IRF-4), was observed in 10 (91%) of 11 nonresponders and in all tested patients with c-Rel+ tumors and occurred in the absence of the HTLV-1 oncoprotein Tax.",0.11,PMID.dPMID17138822.s5.p0,3,2,c-Rel|IRF-4|c-Rel,c-Rel|IRF-4,<--
3.5.3.0.4,3662,9606,GO:0003702|GO:0016563,GO:0045941,1.2.1.0.1,6929,9606,GO:0016563,GO:0006355|GO:0010552|GO:0045893|GO:0045944,16428437,IRF-4,E2A,"In the absence of E2A, increased IRF-4 expression is not sufficient to promote Igkappa enhancer chromatin modification or transcription, suggesting that the sequential involvement of IRF-4 and E2A is necessary for the activation of the Igkappa locus.",1.01,PMID.dPMID16428437.s1.p0,4,3,E2A|IRF-4|IRF-4|E2A,E2A|IRF-4,
3.5.3.0.4,3662,9606,GO:0003702|GO:0016563,GO:0045941,1.2.1.0.1,6929,9606,GO:0016563,GO:0006355|GO:0010552|GO:0045893|GO:0045944,16428437,IRF-4,E2A,"Furthermore, we show that increased E2A recruitment to kappaEi and kappaE3' correlates with activation of Igkappa in pre-B cells and that recruitment of E2A to kappaE3' is in part dependent on the transcription factor IRF-4.",0.12,PMID.dPMID16428437.s3.p2,3,2,E2A|E2A|IRF-4,E2A|IRF-4,
3.5.3.0.7,3665,9606,GO:0003704,GO:0000122,3.5.3.0.1,3659,9606,,,19433065,IRF-7,IRF-1,"In monocytic U937 cells, IRF-1 is activated by IFN-gamma but not by IFN-alpha/beta, whereas it is the reverse for IRF-7; in the latter cells, only IFN-gamma is capable of stimulating CD80 transcription emphasizing the essential role of IRF-1.",0.01,PMID.dPMID19433065.s3.p1,6,4,IRF-1|IFN-gamma|IRF-7|IFN-gamma|CD80|IRF-1,CD80|IFN-gamma|IRF-1|IRF-7,<--
3.5.3.0.7,3665,9606,GO:0003704,GO:0000122,3.5.3.0.3,3661,9606,GO:0003702,,19349300,IRF7,IRF-3,"Nucleotide substitutions in the C modules of other IFN-A genes disrupt IRF-3-mediated transcription, whereas a G/A substitution in the D modules enhances IRF7-mediated expression.",1.54,PMID.dPMID19349300.s3.p0,2,2,IRF-3|IRF7,IRF-3|IRF7,<--
3.5.3.0.7,3665,9606,GO:0003704,GO:0000122,3.5.3.0.3,3661,9606,GO:0003702,,14668346,IRF-7,IRF-3,Kaposi's sarcoma-associated herpesvirus-encoded vIRF-3 stimulates the transcriptional activity of cellular IRF-3 and IRF-7.,0.68,PMID.dPMID14668346.s12.p1,3,2,IRF-3|IRF-3|IRF-7,IRF-3|IRF-7,<--
3.5.3.0.7,3665,9606,GO:0003704,GO:0000122,3.5.3.0.3,3661,9606,GO:0003702,,11222729,IRF-7,IRF-3,"While the expression of IRF-3 alone was shown to be sufficient for induction of the IFNB gene, induction of all the IFNA subtypes in human cells required the presence of IRF-7.",0.50,PMID.dPMID11222729.s4.p1,3,3,IRF-3|IFNB|IRF-7,IFNB|IRF-3|IRF-7,<--
3.5.3.0.7,3665,9606,GO:0003704,GO:0000122,3.5.3.0.3,3661,9606,GO:0003702,,10924517,IRF-7,IRF-3,"Previous studies indicated that the virus-mediated transcription of type I interferon (IFN) genes required activation of two members of IFN regulatory factor (IRF) family, IRF-3 and IRF-7, where the expression of IRF-7 was found to be indispensable for the induction of IFNA genes.",0.34,PMID.dPMID10924517.s8.p13,7,4,IFN|IFN|IRF|IRF-3|IRF-7|IRF-7|IFN,IFN|IRF|IRF-3|IRF-7,<--
3.5.3.0.7,3665,9606,GO:0003704,GO:0000122,6.1.1.1.1,4790,9606,GO:0016563,GO:0010553|GO:0045941|GO:0051092,11711629,IRF-7,NF-kappaB,"A superrepressor of IkappaB (sr-IkappaB) could block the induction of IRF-7 by LMP-1, and overexpression of NF-kappaB (p65 plus p50) could induce the expression of IRF-7.",0.71,PMID.dPMID11711629.s1.p5,4,3,IRF-7|LMP|NF-kappaB|IRF-7,IRF-7|LMP|NF-kappaB,<--
3.5.3.0.7,3665,9606,GO:0003704,GO:0000122,6.2.1.0.1,6772,9606,,,16628196,IRF-7,STAT1,"Furthermore, STAT1-SOCS1 regulated poly(I:C)-induced TLR3 and IRF-7 expression.",0.82,PMID.dPMID16628196.s2.p3,4,4,STAT1|SOCS1|TLR3|IRF-7,IRF-7|SOCS1|STAT1|TLR3,<--
3.1.5.1.1,3670,9606,GO:0003702,,1.2.3.4.1,4760,9606,GO:0003702,GO:0045944,18374087,Isl-1,Beta2,"mRNA expression for NeuroD/Beta2, Isl-1, Ras, Metalloproteinase-2 (MMP-2), -9 and -7 also were affected, with PLL inducing increased expression of NeuroD/Beta2 of Isl-1, and no difference between C and control.",0.19,PMID.dPMID18374087.s3.p20,7,3,NeuroD|Beta2|Isl-1|MMP-2|NeuroD|Beta2|Isl-1,Beta2|Isl-1|MMP-2|NeuroD,
3.1.5.1.1,3670,9606,GO:0003702,,1.2.3.4.1,4760,9606,GO:0003702,GO:0045944,18374087,Isl-1,NeuroD,"mRNA expression for NeuroD/Beta2, Isl-1, Ras, Metalloproteinase-2 (MMP-2), -9 and -7 also were affected, with PLL inducing increased expression of NeuroD/Beta2 of Isl-1, and no difference between C and control.",0.19,PMID.dPMID18374087.s3.p19,7,3,NeuroD|Beta2|Isl-1|MMP-2|NeuroD|Beta2|Isl-1,Beta2|Isl-1|MMP-2|NeuroD,
1.1.1.1.1,3725,9606,GO:0016563|GO:0016564,GO:0043922|GO:0043923|GO:0045941|GO:0045944|GO:0051090,1.2.5.1.1,196,9606,,GO:0006355|GO:0006357,12799773,AP-1,AhR,These results suggest that AhR can stimulate AP-1 expression resulting in inhibition of the binding of AR to ARE in the transcription regulatory region of target genes such as PSA.,1.55,PMID.dPMID12799773.s0.p0,3,3,AhR|AP-1|PSA,AhR|AP-1|PSA,
1.1.1.1.1,3725,9606,GO:0016563|GO:0016564,GO:0043922|GO:0043923|GO:0045941|GO:0045944|GO:0051090,3.3.1.12.2,668,9606,GO:0003704|GO:0016563|GO:0016566,GO:0010553|GO:0016481|GO:0045893|GO:0045944|GO:0051090,19797124,AP1,Foxl2,We conclude that ERalpha and Foxl2 interact and that Foxl2 selectively suppresses ERalpha-mediated transcription of AP1-regulated genes.,0.10,PMID.dPMID19797124.s1.p8,5,3,ERalpha|Foxl2|Foxl2|ERalpha|AP1,AP1|ERalpha|Foxl2,
1.1.1.1.1,3725,9606,GO:0016563|GO:0016564,GO:0043922|GO:0043923|GO:0045941|GO:0045944|GO:0051090,6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,12944913,c-jun,AML1,These data suggest a model in which AML1-ETO induces proto-oncogene c-jun expression via the proximal AP-1 site of the c-jun promoter in a JNK-dependent manner,0.75,PMID.dPMID12944913.s0.p0,4,3,AML1|c-jun|c-jun|JNK,AML1|c-jun|JNK,
