pmid,gene1,gene2,sentence,class,details
9748148,E2F-1,p53,"To explain our growth assay findings on the basis of potential negative molecular interactions between E2F-1 and p53, Western and Northern blotting analyses were performed to investigate the differential expression of the downstream p53-transactivated genes, p21Waf1 and BAX, under various p53 and E2F-1 gene transfer conditions.",NN,cooperation/competition in transcription
9852068,HNF-4,COUP-TF,"Taken together, these data imply that an interplay between COUP-TF and HNF-4 at a site within FP1 regulates human SHBG expression and that HNF-4 controls transcription from this TATA-less promoter by somehow substituting for TATA-binding protein in the recruitment of a transcription preinitiation complex",NN,cooperation/competition in transcription
10333497,HNF-6,HNF-3,"Sequences were inserted at position -21, separating both HNF-3 binding sites from the HNF-1-HNF-6 binding site, and position -5, separating the HNF-3-HNF-1-HNF-6 complex from the transcription start site.",NN,cooperation/competition in transcription
10620335,AHR,COUP-TF,The specific interaction of COUP-TF with XREs and AHR together with the inhibition of TCDD-induced gene expression by COUP-TF suggests that COUP-TF may regulate AHR action both by direct DNA binding competition and through protein-protein interactions,NN,cooperation/competition in transcription
10734088,GATA-1,GATA-2,These results suggest that GATA-1 is an activator and that GATA-2 is a relative competitive inhibitor of GATA-1 in the expression of the gp91(phox) gene in human eosinophils,NN,cooperation/competition in transcription
10825189,Myc,Max,Myc-Max dimers transactivate whereas Mad-Max-mSin3 complexes repress Myc-mediated transcriptional activation.,NN,cooperation/competition in transcription
10915727,Smad 2,Smad 7,"However, Smad 7 induced by TGF-beta negatively regulated Smad 2 action and rendered most Smad 2 proteins in the cytoplasm.",NN,cooperation/competition in transcription
11251186,Egr-1,p53,"A p53 mutant at codon 154 did not bind Egr-1, while p53 proteins with point mutations at residues 156, 246, 247, and 273 associated with this zinc finger transcription factor.",NN,cooperation/competition in transcription
11316810,Sp3,Egr-1,"Whereas binding of either Sp1 or Sp3 induced promoter function, Egr-1 repressed Sp3-mediated PTP1B promoter activation.",NN,cooperation/competition in transcription
11371641,Smad2,TGIF,"Interestingly, c-Jun directly binds to the nuclear transcriptional corepressor TGIF and is required for TGIF-mediated repression of Smad2 transcriptional activity.",NN,cooperation/competition in transcription
11834005,c-fos,c-jun,"Expression patterns of c-fos and c-jun by in situ hybridization were markedly different; myocardial c-fos expression was diffuse and homogeneous, whereas c-jun expression was patchy with areas of intense focal localization.",NN,cooperation/competition in transcription
11844794,p73,c-Myc,"More importantly, we found that c-Myc was physically associated with p73 alpha and significantly impaired the transcriptional activity of p73 alpha on Bax and p21(waf1) promoters.",NN,cooperation/competition in transcription
12052862,RAR,AP1,"AP1 transrepression by retinoids was RAR and ligand dependent, but none of the functions required for RAR-mediated transactivation was necessary for AP1 transrepression.",NN,cooperation/competition in transcription
12123542,RARbeta,AP-1,"RESULTS: Transient transfection of RARbeta expression vector into MKN-45 cells resulted in the RARbeta concentration dependent repression of AP-1 activity induced by 12-o-tetradecanoylphorbol-13-acetate (TPA), regardless of the presence of ATRA.",NN,cooperation/competition in transcription
12215537,p53,HMGB1,"Moreover, HMGB1 augmented binding to the linear DNA but not to the microcircle, suggesting that HMGB1 works by providing prebent DNA to p53.",NN,cooperation/competition in transcription
12391146,CREB,Oct-1,Oct-1 potentiates CREB-driven cyclin D1 promoter activation via a phospho-CREB- and CREB binding protein-independent mechanism.,NN,cooperation/competition in transcription
12441357,Pax8,TTF-1,"Despite the presence of Pax8 and TTF-1 also in a few other tissues, the simultaneous expression of the two transcription factors occurs only in the thyroid, supporting the idea that Pax8 and TTF-1 might cooperate to influence thyroid-specific gene expression.",NN,cooperation/competition in transcription
12493691,HOXA10,FKHR,"A DNA binding-deficient FKHR mutant fails to stimulate promoter activity, even in the presence of HOXA10, and deletion or mutation of IRSs also disrupts the effect of FKHR and cooperativity with HOXA10.",NN,cooperation/competition in transcription
12509444,FoxA2,HNF-6,"Human hepatoma (HepG2) cotransfection assays demonstrated that HNF-6 synergistically stimulated FoxA2 but not FoxA1 or FoxA3 transcriptional activity, and protein-binding assays showed that this protein interaction required the HNF-6 Cut-Homeodomain and FoxA2 winged-helix DNA binding domains.",NN,cooperation/competition in transcription
12747840,Myc,Max,Analysis of Myc bound loci identified by CpG island arrays shows that Max is essential for Myc-dependent repression.,NN,cooperation/competition in transcription
12821782,Myc,Mad protein,"Mad protein, a specific antagonist of Myc, repressed E6-mediated transactivation of the hTERT promoter and this repression was relieved by Myc overexpression.",NN,cooperation/competition in transcription
12959982,GATA-6,SF1,Transfection of HEK293 cells with both GATA-6 and SF1 significantly increased transcriptional activation of all reporter constructs above the effect of GATA-6 or SF1 alone.,NN,cooperation/competition in transcription
14715251,STAT3,ATBF1,"In the luciferase assay, ATBF1 was found to have no influence on STAT3 signaling induced by IL-6 stimulation, but it did synergistically enhance PIAS3 inhibition of activated STAT3.",NN,cooperation/competition in transcription
14970218,AML1,NERF-1a,"The interaction between AML1 and NERF-2 led to cooperative transactivation of the blk promoter, whereas the interaction between AML1 and NERF-1a led to repression of AML1-mediated transactivation.",NN,cooperation/competition in transcription
14975242,PPARgamma,STAT3,"Interestingly, although inactivation of STAT3 by PPARgamma agonists is in a PPARgamma-dependent manner, the molecular mechanism by which two structurally distinct PPARgamma agonists suppress IL-6-activated STAT3 shows the divergent interactions between PPARgamma and STAT3 including direct or SMRT-mediated association",NN,cooperation/competition in transcription
15003254,Myc,Max,The analysis of the mechanisms by which the Myc:Max complex regulates transcription at the molecular level in vitro has been hampered by the difficulty in obtaining highly pure recombinant Myc:Max heterodimers that contain full-length Myc with its complete TAD domain and that have sequence-specific DNA-binding activity.,NN,cooperation/competition in transcription
15044620,C/EBPbeta,AP-1,"Deletions within the putative AP-1 box (-123 to -111) increased MDR1 promoter activity when stimulated by C/EBPbeta, suggesting that the AP-1 site negatively regulates MDR1 activation by C/EBPbeta.",NN,cooperation/competition in transcription
15044954,MEF2C,GRIP-1,"In addition, Smad3 interacts with MEF2C, which requires its MADS domain, and disrupts its association with the SRC-family coactivator GRIP-1, thus diminishing the transcription activity of MEF2C.",NN,cooperation/competition in transcription
15048722,NF-IL6,NF-kappa B,"In this study, we show that the IL-4 promoter is synergistically activated by NF-kappa B, NF-AT and NF-IL6 at the NF-kappa B/NF-AT/NF-IL6 composite sites.",NN,cooperation/competition in transcription
15071503,Myc,HIF-1alpha,"In keeping with its antagonism of Myc, HIF-1alpha also downregulates Myc-activated genes such as hTERT and BRCA1.",NN,cooperation/competition in transcription
15129808,SF-1,Sp1,These results suggest that Sp1 interacts with SF-1 and that Sp1 enhances SF-1-DNA complex formation to regulate human StAR transcription,NN,cooperation/competition in transcription
15160934,C/EBPalpha,RARalpha,PML-RARalpha appears to cause leukemia by acting as a transcriptional repressor of RARalpha target genes and by inhibiting activity of transcription factor C/EBPalpha.,NN,cooperation/competition in transcription
15254248,GATA-2,RARalpha,"Overexpression of RXRalpha inhibits RARalpha binding to the GATA-2-DNA complex, thus resulting in attenuation of the effects of RARalpha on GATA-2 activity.",NN,cooperation/competition in transcription
15314183,GATA-1,Jun,"In this study, we found that c-Jun blocks erythroid differentiation in primary human hematopoietic progenitors and, correspondingly, that Jun factors block transcriptional activation by GATA-1, the central regulator of erythroid differentiation.",NN,cooperation/competition in transcription
15378003,KLF6,c-Jun,"We also show that all KLF6 effects on c-Jun were largely dependent on phorbol ester (TPA/ionomycin) extracellular stimulation, which enhanced KLF6 nuclear translocation and transcriptional activity and modified its phosphorylation status.",NN,cooperation/competition in transcription
15465926,HNF3beta,GATA-4,"Site-directed mutagenesis and transactivation analyses of the E1 promoter revealed that GATA-4 is probably a principal factor that regulates liver-specific expression of the E1 variant, with HNF3alpha and HNF3beta acting to negatively regulate GATA-4 function in hepatic cells",NN,cooperation/competition in transcription
15592518,ETS1,SP100,"SP100 interacts with the ETS1 transcription factor, and we have previously shown that SP100 reduces ETS1-DNA binding and inhibits ETS1 transcriptional activity on the MMP1 and uPA promoters.",NN,cooperation/competition in transcription
15592518,ETS1,SP100,"To further understand the functional relationship between ETS1 and SP100, cDNA microarray analysis was utilized to assess reprogramming of gene expression by ETS1 and SP100.",NN,cooperation/competition in transcription
15688035,FKHR,Pax3,"Regulation of gene expression by Pax3 and Pax3/FKHR is, however, cell-type specific.",NN,cooperation/competition in transcription
15761212,c-Fos,c-Jun,E2 or E2-BSA enhanced DNA binding and transcriptional activity of AP-1 and generated c-Fos/c-Jun heterodimers by inducing c-Fos expression.,NN,cooperation/competition in transcription
15767669,c-fos,TLF,TATA-binding protein (TBP)-like factor (TLF) is a functional regulator of transcription: reciprocal regulation of the neurofibromatosis type 1 and c-fos genes by TLF/TRF2 and TBP.,NN,cooperation/competition in transcription
