pmid,gene1,gene2,sentence,class,details
1708774,c-fos,AP-1,"This AP-1-like element, when cloned into the tk promoter, responds to the AP-1 activity of c-jun/c-fos products in both CV-1 and F-9 cells.",NN,cooperation/competition in transcription
1820211,Sp1,TFIID,"First, it demonstrates that heat-treated extracts are not appropriate for examination of the involvement of TFIID in the transcription of Sp1-activated promoters.",NN,cooperation/competition in transcription
1908239,c-fos,AP-1,It is concluded that a) the inhibition of transforming growth factor beta autostimulation by HDL3 plus LDL may involve reduced AP-1 activity via a reduction of c-fos expression by the lipoprotein combination and b) the ratio HDL3:LDL might influence the pathogenesis of arteriosclerosis via growth-related events in the arterial wall,NN,cooperation/competition in transcription
1909174,SRF,TFIID,"Also of interest was the finding that recombinant human TFIID expressed in bacteria cannot mediate SRF-activated transcription, although it does support basal transcription.",NN,cooperation/competition in transcription
1909174,TFIID,SRF,This supports a model in which SRF activates transcription by affecting the conformation of TFIID bound to the promoter.,NN,cooperation/competition in transcription
2194667,TFIID,Sp1,"In reconstituted reactions, Sp1 stimulates transcription at TATA-containing promoters in the presence of semipurified TFIID fractions from either human or Drosophila cells, but is unable to do so when these fractions are replaced by purified, cloned Drosophila or yeast TFIID.",NN,cooperation/competition in transcription
2498163,c-fos,c-jun,"Notably, c-fos and c-jun activation can be dissociated; whereas c-jun is coinduced with c-fos and jun-B after growth factor stimulation, membrane depolarization activates c-fos and jun-B without stimulating c-jun.",NN,cooperation/competition in transcription
2498646,c-fos,AP1,"Although recent reports have shown that fos protein binds to AP1-binding sites through an interaction with AP1 protein and have raised the speculation that fos protein may negatively regulate expression of the c-fos gene via this interaction, we found no role for the AP1 consensus homology in the downregulation of c-fos expression following induction by epidermal growth factor and TPA",NN,cooperation/competition in transcription
2511004,Fos,Jun,We conclude that in the Fos-Jun heterodimer the basic region of Fos contributes specific DNA-binding properties equivalent to those of Jun.,NN,cooperation/competition in transcription
7533060,C-FOS,C-JUN,"The expression of C-FOS, C-JUN and phosphotyrosine gene products in lung cancer	An immunohistochemical study on C-FOS, C-JUN and phosphotyrosine (P-Tyr) cancer gene products was performed.",NN,cooperation/competition in transcription
7559555,ERM,c-Jun,"The synergy between c-Jun and ERM may be attributed to the enhancing effect of c-Jun on the transcription activity of ERM, because c-Jun increased ERM transcription activity by more than 20-fold in an assay system using a variety of fusion proteins between a Gal4 DNA-binding domain and a portion of ERM.",NN,cooperation/competition in transcription
7559627,Sp3,Sp4,"Furthermore, we show that Sp4-mediated transcriptional activation can be repressed by Sp3.",NN,cooperation/competition in transcription
7576299,Fos,Jun,Jun was detected in 14 of 20 (70%) and no significant relationship was observed between the expression of Jun and Fos or p53.,NN,cooperation/competition in transcription
7577944,Max,c-Myc,"Their function is mediated by switches in the dimerization partners; c-Myc does not homodimerize in vivo but competes with Mad, another member of the subfamily, to form heterodimers with Max, leading to either activation or repression of transcription.",NN,cooperation/competition in transcription
7721415,c-jun,fra-1,"In cardiac ventriculocytes, however, fra-1 effected a synergistic amplification of the c-jun response (a 2.5-fold increase over c-jun alone).",NN,cooperation/competition in transcription
7724524,TAFII250,Sp1,The stimulation of Sp1-mediated transcription by RB in ts13 cells at the nonpermissive temperature could be restored by the introduction of wild-type human TAFII250.,NN,cooperation/competition in transcription
7774103,c-Fos,c-Jun,"OBJECTIVE: To examine the relationship between the expression of c-Fos and c-Jun proteins and the METHODS: The expression of c-Fos and c-Jun proteins and the production of IL-1 beta in the PBMC of 11 patients with active RA was determine by Western blots and ELISA techniques, respectively.",NN,cooperation/competition in transcription
7927908,p53,WT1,"Co-expression of the wt1 and the PDGF-A chain genes was observed in 2 melanoma cell lines with mutated p53 but not in 2 melanoma cell lines with wild-type p53; this result is consistent with a previous report showing that, in the context of absent or mutated p53, WT1 acts as a transcriptional activator, whereas in the presence of wild-type p53 it acts as a repressor",NN,cooperation/competition in transcription
7982918,UBF,TBP,Microsequence analysis reveals that the 95-kDa TBP-binding protein is hUBF.,NN,cooperation/competition in transcription
8003962,ETS1,p51,"p51 ETS1 is characterized by a fast initial binding and conversion to a stable complex, whereas p42 ETS1 exhibits a slow initial binding and conversion to a stable complex.",NN,cooperation/competition in transcription
8035792,EGR1,DB1,"When DB1 was cotransfected with a Tax expression vector, transcription activity of the IL-3 promoter induced by Tax was significantly increased, while EGR1 and EGR2 were without effect.",NN,cooperation/competition in transcription
8058069,WT1,Egr-1,"We have also shown in a cotransfection assay that Egr-1, an immediate early growth response gene, activates transcription of the TGF-beta 1 gene through the same response element and that WT1 represses both the basal and Egr-1-induced TGF-beta 1 promoter activity in monkey kidney CV-1 cells.",NN,cooperation/competition in transcription
8065332,Fos,AP-1,The affinity of transcription factors for the AP-1 binding site depends on the redox state of a cysteine residue located close to the DNA-binding region of both Fos and Jun.,NN,cooperation/competition in transcription
8065335,c-Fos,TBP,High-affinity binding to TBP requires c-Fos activation modules which cooperate to activate transcription.,NN,cooperation/competition in transcription
8065335,c-Fos,TBP,"This inhibition (squelching) of c-Fos activity is relieved by the presence of excess TBP, indicating that TBP is a direct functional target of c-Fos.",NN,cooperation/competition in transcription
8065355,E2A,myogenin,Phosphorylation of myogenin at these sites was mediated by the bHLH region of E2A products and was dependent on dimerization but not on DNA binding.,NN,cooperation/competition in transcription
8100127,c-fos,c-jun,"Also a significant correlation between the c-fos and c-jun proteins and the expression of P-glycoprotein was found (c-fos p = 0.017, c-jun p = 0.036).",NN,cooperation/competition in transcription
8163514,HTF4,TAL1,"Support for this hypothesis was obtained by transient expression analyses where TAL1 was found to inhibit the activation effects produced by E2-5 and HTF4a on a reporter gene construct containing repeated microE2 and microE5 motifs, derived from the immunoglobulin gene enhancer",NN,cooperation/competition in transcription
8207232,NF-IL-6,RelA,"In addition, overexpression of the NF-kappa B inhibitor molecule, I kappa B, abolished the RelA- and RelA/NF-IL-6-dependent synergistic activation.",NN,cooperation/competition in transcription
8264594,NF-IL6,Fos,Fos and Jun repress transcription activation by NF-IL6 through association at the basic zipper region.,NN,cooperation/competition in transcription
8264594,NF-IL6,Jun,Fos and Jun repress transcription activation by NF-IL6 through association at the basic zipper region.,NN,cooperation/competition in transcription
8264594,NF-IL6,AP-1,"Thus, association with AP-1 results in repression of transcription activation by NF-IL6.",NN,cooperation/competition in transcription
8383624,c-Jun,JunB,"JunB differs from c-Jun in its DNA-binding and dimerization domains, and represses c-Jun by formation of inactive heterodimers.",NN,cooperation/competition in transcription
8394351,RAR,VDR,"In combination with all-trans-retinoic acid, however, vitamin D enhances VDR-RAR heterodimer-mediated gene expression.",NN,cooperation/competition in transcription
8404857,NF-kappa B,Bcl-3,(i) Bcl-3 preferentially targets p50 homodimers over NF-kappa B heterodimers since the homodimers are completely dissociated from kappa B sites at concentrations of Bcl-3 which do not affect NF-kappa B.,NN,cooperation/competition in transcription
8417337,Max,Myc,"The discovery of the specific cognate DNA-binding site for Myc and its specific heterodimerization partner, Max, enabled the use of direct experiments to elucidate how Myc functions in vivo and how this function is modulated by Max.",NN,cooperation/competition in transcription
8422459,c-fos,c-jun,The inhibition of c-fos and c-jun expression by IL-4 in LPS-treated cells was shown to be due to a lower transcription rate of the c-fos and c-jun genes.,NN,cooperation/competition in transcription
8423810,AP-1,GATA-1,"Thus, GATA-1 regulates the response of the epsilon-globin gene to enhancers through a specific site in the promoter and requires enhancer AP-1/NF-E2 binding to transduce the enhancer effect on transcription",NN,cooperation/competition in transcription
8497252,p53,TBP,We conclude that TBP binding is necessary for p53 transcriptional activation and that p53 sequences outside the TBP binding domain modulate the level of activation,NN,cooperation/competition in transcription
8601460,Fos,Jun,"Moreover, analysis of the effect of AP-1 proteins on the collagenase and TIMP-1 promoters in gastric carcinoma KKLS cells revealed that c-Fos combined with any of the Jun-related proteins failed to stimulate the TIMP-1 promoter, though collagenase promoter was effectively activated by any Fos/Jun-related protein heterocomplex.",NN,cooperation/competition in transcription
8608166,c-fos,AP-1,"Since FOS and JUN proteins form a transacting activator (AP-1) for expression of collagenase and stromelysin genes, PC may block the synthesis of both enzymes by inhibiting the transcription of c-fos and c-jun",NN,cooperation/competition in transcription
8608166,c-fos,JUN,"Since FOS and JUN proteins form a transacting activator (AP-1) for expression of collagenase and stromelysin genes, PC may block the synthesis of both enzymes by inhibiting the transcription of c-fos and c-jun",NN,cooperation/competition in transcription
8810289,HNF4,COUP-TFI,"Additionally, COUP-TFI was shown to inhibit HNF4 stimulation of the CYP2D6 promoter in COS-7 cells, suggesting that COUP-TFI could attenuate the effect of HNF4 in HepG2 cells.",NN,cooperation/competition in transcription
8876223,Wilms tumor,EGR-1,"The EGR-1-stimulated transactivation was inhibited by expression of the Wilms tumor suppressor, a known specific DNA-binding competitor.",NN,cooperation/competition in transcription
